,Unnamed: 0,rank,City,Country,Population,Prev,Growth,Area,GDP,Traffic_Index,CO2_Emission_Index,Temp_Jan,Temp_Feb,Temp_Mar,Temp_Apr,Temp_May,Temp_Jun,Temp_Jul,Temp_Aug,Temp_Sep,Temp_Oct,Temp_Nov,Temp_Dec,Temp_Avg,AQI_Avg,O3_Avg,SO2_Avg,PM2.5_Avg,PM10_Avg,CO_Avg,NO2_Avg,NO_Avg,NOX_Avg,C6H6_Avg,NMHC_Avg,GDP_Per_Capita,AQI_Max,AQI_Min,dominant_pollutant
532,532,533,Samarinda,Indonesia,1041183,1010413,0.0305,,,195.5,7119.87,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,29.0,28.0,28.0,28.0,,,,,,,,,,,,4374.1938,,,
533,533,534,Toulouse,France,1037115,1024166,0.0126,,58.7,125.7,3189.0,6.0,7.0,10.0,12.0,16.0,20.0,22.0,22.0,19.0,15.0,10.0,7.0,14.0,,,,,,,,,,,,43958.7034,,,
534,534,535,Mersin,Turkey,1034693,1016019,0.0184,,,191.94,5939.33,10.0,11.0,14.0,18.0,22.0,26.0,29.0,29.0,27.0,23.0,16.0,12.0,20.0,,,,,,,,,,,,9519.3901,,,
535,535,536,Hargeysa,Somalia,1033205,988716,0.045,78,,,,,,,,,,,,,,,,,122.33333333333333,17.666666666666668,3.3333333333333335,42.333333333333336,87.0,425.0,16.333333333333332,4.333333333333333,13.0,1.0,0.0,509.8565,,,PM2.5
536,536,537,Teresina,Brazil,1031220,1021229,0.0098,1.392,,175.56,5556.94,29.0,28.0,28.0,28.0,29.0,29.0,29.0,30.0,31.0,31.0,31.0,30.0,29.0,62.77333333333333,21.12,0.11333333333333333,18.16,30.073333333333334,176.52,15.366666666666667,0.0,0.0,0.0,0.0,9638.1461,98.0,31.0,PM2.5
537,537,538,Kirkuk,Iraq,1031082,1012614,0.0182,,,,,0.0,4.0,8.0,13.0,18.0,23.0,26.0,26.0,22.0,15.0,8.0,2.0,14.0,,,,,,,,,,,,5996.5007,,,
538,538,539,Fuzhou Jiangxi,China,1028734,989880,0.0393,18.800,,154.61,3442.37,11.0,13.0,15.0,19.0,23.0,27.0,30.0,30.0,27.0,23.0,19.0,13.0,21.0,89.28378378378379,32.310810810810814,0.9256756756756757,30.175675675675677,50.439189189189186,236.30405405405406,23.66216216216216,0.0,0.0,0.0,0.0,10710.3777,122.0,32.0,PM2.5
539,539,540,Aracaju,Brazil,1026529,1009380,0.017,181.9,,175.56,5556.94,27.0,28.0,28.0,27.0,26.0,25.0,25.0,25.0,25.0,26.0,27.0,27.0,26.0,61.39333333333333,20.373333333333335,0.1,17.326666666666668,35.373333333333335,86.05333333333333,11.633333333333333,0.0,0.0,0.0,0.0,9638.1461,120.0,39.0,PM2.5
540,540,541,Bobo-Dioulasso,Burkina Faso,1022118,972124,0.0514,,,,,26.0,30.0,32.0,31.0,30.0,28.0,26.0,26.0,26.0,28.0,28.0,26.0,28.0,,,,,,,,,,,,756.6603,,,
541,541,542,Leshan,China,1022088,986923,0.0356,12.827,,154.61,3442.37,-5.0,-2.0,0.0,4.0,8.0,10.0,13.0,12.0,9.0,5.0,1.0,-4.0,4.0,121.90066225165563,12.589403973509933,3.3443708609271523,51.11258278145695,94.49006622516556,702.9205298013245,21.112582781456954,0.0,0.0,0.0,0.0,10710.3777,186.0,36.0,PM2.5
542,542,543,Yueyang,China,1021350,1009534,0.0117,,,154.61,3442.37,,,,,,,,,,,,,,,,,,,,,,,,,10710.3777,,,
543,543,544,Dezhou,China,1019111,986192,0.0334,,,154.61,3442.37,,,,,,,,,,,,,,,,,,,,,,,,,10710.3777,,,
544,544,545,Marrakech,Morocco,1017379,1002709,0.0146,230,,134.7,3419.85,13.0,14.0,17.0,19.0,22.0,25.0,29.0,29.0,26.0,22.0,17.0,14.0,21.0,38.78,25.92,0.9666666666666667,9.653333333333334,15.346666666666666,118.72666666666667,3.96,0.0,0.0,0.0,0.0,3455.7962,121.0,23.0,PM2.5
545,545,546,Tampico,Mexico,1016514,1001278,0.0152,,,176.1,7044.33,,,,,,,,,,,,,,,,,,,,,,,,,9962.5973,,,
546,546,547,Huzhou,China,1015538,988351,0.0275,,,154.61,3442.37,,,,,,,,,,,,,,,,,,,,,,,,,10710.3777,,,
547,547,548,Rotterdam,Netherlands,1012007,1010026,0.002,324.1,,96.81,2492.6,4.0,4.0,7.0,9.0,13.0,15.0,18.0,18.0,15.0,11.0,7.0,5.0,11.0,54.395973154362416,14.463087248322148,0.697986577181208,14.691275167785236,23.79194630872483,207.89261744966444,24.268456375838927,3.912751677852349,0.0,1.1208053691275168,0.0,55606.2129,96.0,23.0,PM2.5
548,548,549,Aden,Yemen,1011890,980455,0.0321,,,,,26.0,26.0,27.0,29.0,31.0,33.0,33.0,32.0,32.0,29.0,27.0,26.0,29.0,,,,,,,,,,,,1029.3323,,,
549,549,550,Austin,United States,1011790,995347,0.0165,704,106.784,151.34,7301.07,11.0,13.0,17.0,21.0,25.0,28.0,30.0,30.0,27.0,22.0,16.0,12.0,21.0,57.52980132450331,23.834437086092716,0.2185430463576159,16.09933774834437,41.152317880794705,416.9205298013245,25.364238410596027,6.344370860927152,14.980132450331126,0.019867549668874173,0.0,66678.0263,84.0,27.0,PM2.5
550,550,551,San Jose,United States,1009340,1015570,-0.0061,469.7,334.6,151.34,7301.07,10.0,12.0,13.0,14.0,15.0,17.0,17.0,18.0,18.0,17.0,13.0,10.0,15.0,63.01875,12.56875,0.1625,18.7125,33.75,479.23125,23.38125,10.95625,25.16875,0.0,8.5625,66678.0263,89.0,21.0,PM2.5
551,551,552,Denpasar,Indonesia,1008709,986853,0.0221,124,,195.5,7119.87,28.0,28.0,28.0,28.0,27.0,27.0,26.0,26.0,27.0,28.0,28.0,28.0,27.0,54.12582781456954,22.403973509933774,0.006622516556291391,15.092715231788079,28.655629139072847,179.20529801324503,13.23841059602649,0.32450331125827814,0.5099337748344371,0.0,0.0,4374.1938,79.0,19.0,PM2.5
552,552,553,Odesa,Ukraine,1008508,1009289,-0.0008,162.4,,142.87,3706.2,0.0,0.0,4.0,10.0,16.0,20.0,23.0,23.0,17.0,11.0,6.0,1.0,11.0,77.16778523489933,24.973154362416107,2.174496644295302,24.91275167785235,37.18120805369127,163.06040268456377,25.06711409395973,0.0,0.0,0.0,0.0,3385.801,92.0,25.0,PM2.5
553,553,554,Chenzhou,China,1004240,959881,0.0462,,,154.61,3442.37,,,,,,,,,,,,,,,,,,,,,,,,,10710.3777,,,
554,554,555,Xuchang,China,1001570,968135,0.0345,,,154.61,3442.37,,,,,,,,,,,,,,,,,,,,,,,,,10710.3777,,,
555,555,556,Volgograd,Russia,1000755,1004688,-0.0039,,,181.39,4341.94,-6.0,-6.0,0.0,10.0,16.0,21.0,24.0,22.0,16.0,8.0,1.0,-4.0,8.0,,,,,,,,,,,,11427.845,,,
556,556,557,Saltillo,Mexico,1000750,983784,0.0172,,,176.1,7044.33,12.0,14.0,17.0,20.0,22.0,23.0,23.0,22.0,20.0,18.0,15.0,13.0,18.0,,,,,,,,,,,,9962.5973,,,
557,557,558,San Miguel de Tucuman,Argentina,999907,985656,0.0145,91,,169.84,4095.17,27.0,26.0,24.0,21.0,17.0,14.0,14.0,16.0,20.0,23.0,25.0,26.0,21.0,65.27450980392157,21.091503267973856,2.0980392156862746,19.41830065359477,31.69934640522876,179.45098039215685,22.18300653594771,0.0,0.0,0.0,0.0,11300.1571,92.0,55.0,PM2.5
558,558,559,Asmara,Eritrea,998321,962985,0.0367,45,,,,17.0,19.0,20.0,21.0,21.0,21.0,19.0,18.0,18.0,18.0,17.0,17.0,19.0,63.333333333333336,20.416666666666668,1.75,18.0,30.5,156.66666666666666,21.25,0.0,0.0,0.0,0.0,2253.5261,,,PM2.5
559,559,560,Padang,Indonesia,997358,980455,0.0172,695,,195.5,7119.87,27.0,27.0,27.0,27.0,28.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,73.84666666666666,24.993333333333332,0.8066666666666666,23.113333333333333,57.04666666666667,336.53333333333336,18.76,0.0,0.0,0.0,0.0,4374.1938,93.0,55.0,PM2.5
560,560,561,Cebu City,Philippines,993744,980070,0.014,291.2,,192.88,6379.59,27.0,27.0,28.0,29.0,29.0,29.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,55.211920529801326,35.688741721854306,1.033112582781457,14.993377483443709,27.32450331125828,119.86754966887418,11.894039735099337,0.0,0.0,0.0,0.0,3503.4562,82.0,19.0,PM2.5
561,561,562,Acapulco de Juarez,Mexico,992205,979381,0.0131,119,,176.1,7044.33,26.0,26.0,26.0,26.0,28.0,29.0,28.0,28.0,28.0,28.0,27.0,26.0,27.0,70.54605263157895,52.55921052631579,5.730263157894737,11.960526315789474,18.79605263157895,191.19078947368422,13.447368421052632,0.0,0.0,0.0,0.0,9962.5973,167.0,36.0,O3
562,562,563,Valparaiso,Chile,992183,983751,0.0086,401.6,,131.8,3320.59,21.0,21.0,19.0,15.0,12.0,10.0,9.0,10.0,12.0,15.0,18.0,20.0,15.0,76.13157894736842,23.598684210526315,3.1578947368421053,24.19736842105263,44.171052631578945,380.07894736842104,18.085526315789473,0.0,0.0,0.0,0.0,16320.7947,101.0,38.0,PM2.5
563,563,564,Sekondi Takoradi,Ghana,990661,945519,0.0477,,,,,27.0,28.0,29.0,29.0,28.0,27.0,26.0,26.0,27.0,27.0,28.0,27.0,27.0,,,,,,,,,,,,2277.3133,,,
564,564,565,Ikorodu,Nigeria,989117,937615,0.0549,,,307.47,7925.7,,,,,,,,,,,,,,,,,,,,,,,,,2346.8323,,,
565,565,566,Kayseri,Turkey,986987,973506,0.0138,17.043,,191.94,5939.33,0.0,1.0,6.0,11.0,15.0,19.0,22.0,22.0,18.0,13.0,6.0,2.0,11.0,137.7748344370861,6.456953642384106,4.178807947019868,62.94039735099338,129.8543046357616,1217.3576158940398,64.41059602649007,0.0,0.0,0.0,0.0,9519.3901,211.0,55.0,PM2.5
566,566,567,Warangal,India,983128,959658,0.0245,407,,205.21,6005.35,23.0,26.0,29.0,32.0,35.0,32.0,29.0,29.0,29.0,28.0,25.0,23.0,28.0,109.45751633986929,29.81699346405229,6.091503267973856,38.64705882352941,67.48366013071896,413.2352941176471,10.098039215686274,3.8562091503267975,15.915032679738562,1.7320261437908497,0.0,2337.9495,154.0,60.0,PM2.5
567,567,568,Changshu,China,981654,938683,0.0458,1.264,,154.61,3442.37,,,,,,,,,,,,,,118.92105263157895,24.269736842105264,3.8421052631578947,47.30263157894737,83.26315789473684,766.25,28.835526315789473,0.0,0.0,0.0,0.0,10710.3777,181.0,57.0,PM2.5
568,568,569,Bordeaux,France,980130,968993,0.0115,49.36,55.9,125.7,3189.0,7.0,8.0,10.0,12.0,16.0,19.0,21.0,21.0,18.0,15.0,10.0,7.0,14.0,32.2317880794702,23.490066225165563,0.41721854304635764,7.125827814569536,14.3841059602649,146.66887417218544,9.629139072847682,14.966887417218542,20.119205298013245,0.0,0.0,43958.7034,57.0,18.0,PM2.5
569,569,570,Songkhla,Thailand,979453,966597,0.0133,9.27,,178.84,7162.56,,,,,,,,,,,,,,58.4635761589404,41.688741721854306,2.2847682119205297,16.026490066225165,33.43046357615894,120.7748344370861,4.245033112582782,0.0,0.0,0.0,0.0,7825.9378,80.0,28.0,PM2.5
570,570,571,Qujing,China,976171,942342,0.0359,,,154.61,3442.37,,,,,,,,,,,,,,,,,,,,,,,,,10710.3777,,,
571,571,572,Nonthaburi,Thailand,975497,962694,0.0133,,,178.84,7162.56,,,,,,,,,,,,,,,,,,,,,,,,,7825.9378,,,
572,572,573,Yichun Jiangxi,China,975387,918051,0.0625,18.638,,154.61,3442.37,,,,,,,,,,,,,,81.65789473684211,28.210526315789473,2.401315789473684,26.519736842105264,51.526315789473685,285.0394736842105,14.993421052631579,2.401315789473684,14.822368421052632,0.0,0.0,10710.3777,131.0,57.0,PM2.5
573,573,574,Krasnodar,Russia,974377,957214,0.0179,339.3,,181.39,4341.94,0.0,1.0,6.0,12.0,17.0,21.0,24.0,24.0,19.0,12.0,6.0,2.0,12.0,85.12582781456953,18.337748344370862,1.9470198675496688,28.589403973509935,36.80794701986755,223.33112582781456,26.933774834437084,0.013245033112582781,0.059602649006622516,0.0,0.0,11427.845,112.0,57.0,PM2.5
574,574,575,Ilorin,Nigeria,973671,949866,0.0251,765,,307.47,7925.7,,,,,,,,,,,,,,78.0,15.0,1.3333333333333333,24.0,36.666666666666664,218.33333333333334,26.333333333333332,0.0,0.0,0.0,0.0,2346.8323,,,PM2.5
575,575,576,Cancun,Mexico,971798,943922,0.0295,1.979,,176.1,7044.33,22.0,23.0,24.0,26.0,27.0,28.0,28.0,28.0,27.0,26.0,24.0,23.0,26.0,34.46308724832215,35.31543624161074,0.2684563758389262,7.791946308724833,14.590604026845638,88.02684563758389,0.348993288590604,0.0,0.0,0.0,0.0,9962.5973,49.0,29.0,O3
576,576,577,Tshikapa,DR Congo,970831,919192,0.0562,,,,,26.0,25.0,26.0,26.0,27.0,28.0,28.0,28.0,28.0,28.0,27.0,26.0,27.0,,,,,,,,,,,,568.0465,,,
577,577,578,Nyala,Sudan,967430,922532,0.0487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1845.66,,,
578,578,579,Xintai,China,966759,936382,0.0324,,,154.61,3442.37,,,,,,,,,,,,,,,,,,,,,,,,,10710.3777,,,
579,579,580,Jixi Heilongjiang,China,963278,949646,0.0144,22.488,,154.61,3442.37,,,,,,,,,,,,,,89.02631578947368,19.776315789473685,3.335526315789474,30.32236842105263,57.921052631578945,683.3157894736842,22.282894736842106,0.0,0.0,0.0,0.0,10710.3777,154.0,29.0,PM2.5
580,580,581,Blantyre-Limbe,Malawi,962145,932263,0.0321,240,,,,,,,,,,,,,,,,,97.6,13.6,4.4,36.0,53.2,1085.2,30.8,0.0,0.0,0.0,0.0,400.098,,,PM2.5
581,581,582,Morelia,Mexico,961834,948793,0.0137,1.336,,176.1,7044.33,16.0,18.0,20.0,22.0,23.0,22.0,20.0,20.0,20.0,19.0,17.0,16.0,19.0,79.81879194630872,32.02684563758389,5.926174496644295,26.006711409395972,56.02013422818792,826.9395973154362,18.315436241610737,0.0,0.0,0.0,0.0,9962.5973,143.0,48.0,PM2.5
582,582,583,Pingxiang Jiangxi,China,953042,928895,0.026,,,154.61,3442.37,,,,,,,,,,,,,,,,,,,,,,,,,10710.3777,,,
583,583,584,Dnipro,Ukraine,951821,957345,-0.0058,409.7,,142.87,3706.2,-4.0,-3.0,3.0,10.0,18.0,22.0,24.0,23.0,17.0,10.0,4.0,-1.0,10.0,80.00662251655629,18.43708609271523,2.6953642384105962,26.026490066225165,43.77483443708609,222.46357615894038,25.986754966887418,0.0,0.0,0.0,0.0,3385.801,121.0,63.0,PM2.5
584,584,585,Khulna,Bangladesh,949229,953745,-0.0047,150.6,,258.31,5065.06,19.0,22.0,27.0,30.0,31.0,31.0,30.0,30.0,30.0,28.0,24.0,20.0,27.0,116.82236842105263,18.36842105263158,3.236842105263158,49.2171052631579,71.63815789473684,603.4934210526316,10.888157894736842,14.769736842105264,38.00657894736842,9.381578947368421,0.0,2064.1719,206.0,45.0,PM2.5
585,585,586,Jerusalem,Israel,944188,931756,0.0133,125.1,48.0,147.71,5481.93,14.0,14.0,16.0,19.0,22.0,25.0,27.0,28.0,27.0,24.0,20.0,15.0,21.0,114.68211920529801,36.72185430463576,1.0529801324503312,34.77483443708609,153.23841059602648,403.79470198675494,11.933774834437086,8.834437086092715,21.503311258278146,1.3178807947019868,0.0,45958.0645,500.0,33.0,PM2.5
586,586,587,Cucuta,Colombia,943489,933380,0.0108,,,198.24,4608.85,26.0,27.0,27.0,27.0,28.0,29.0,29.0,29.0,29.0,28.0,27.0,26.0,28.0,,,,,,,,,,,,6881.97,,,
587,587,588,Nice,France,943342,942208,0.0012,,36.0,125.7,3189.0,9.0,10.0,12.0,14.0,18.0,21.0,24.0,24.0,21.0,18.0,13.0,10.0,16.0,,,,,,,,,,,,43958.7034,,,
588,588,589,Dehradun,India,943136,918946,0.0263,196.5,,205.21,6005.35,14.0,17.0,21.0,25.0,29.0,29.0,28.0,27.0,26.0,23.0,19.0,15.0,23.0,158.42105263157896,19.13157894736842,3.7171052631578947,77.70394736842105,171.07894736842104,740.1184210526316,39.75657894736842,11.625,30.17763157894737,4.243421052631579,0.0,2337.9495,197.0,86.0,PM2.5
589,589,590,Seongnam,South Korea,942342,943768,-0.0015,,,146.1,2766.2,,,,,,,,,,,,,,,,,,,,,,,,,33999.6818,,,
590,590,591,Fort Worth,United States,942323,925954,0.0177,920.9,,151.34,7301.07,8.0,10.0,14.0,19.0,23.0,28.0,30.0,30.0,26.0,20.0,14.0,9.0,19.0,59.52287581699346,20.444444444444443,0.49673202614379086,17.19607843137255,48.33986928104575,355.1045751633987,23.627450980392158,6.803921568627451,18.431372549019606,0.1895424836601307,0.0,66678.0263,181.0,30.0,PM2.5
591,591,592,Agadir,Morocco,941839,923552,0.0198,,,134.7,3419.85,14.0,15.0,18.0,19.0,21.0,23.0,25.0,25.0,23.0,22.0,19.0,16.0,20.0,,,,,,,,,,,,3455.7962,,,
592,592,593,Mudanjiang,China,941660,925522,0.0174,,,154.61,3442.37,-16.0,-12.0,-4.0,6.0,14.0,20.0,23.0,22.0,15.0,7.0,-4.0,-14.0,5.0,,,,,,,,,,,,10710.3777,,,
593,593,594,Hamah,Syria,939904,921502,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1212.7072,,,
594,594,595,Dushanbe,Tajikistan,938444,915712,0.0248,126.6,,,,4.0,6.0,11.0,16.0,21.0,26.0,28.0,26.0,22.0,16.0,11.0,6.0,16.0,39.0,17.0,0.0,8.0,38.0,392.0,21.0,6.0,13.0,0.0,0.0,803.9282,39.0,39.0,PM2.5
595,595,596,Guiping,China,937152,891158,0.0516,,,154.61,3442.37,,,,,,,,,,,,,,,,,,,,,,,,,10710.3777,,,
596,596,597,Jiujiang,China,936927,913212,0.026,18.823,,154.61,3442.37,,,,,,,,,,,,,,123.22666666666667,24.453333333333333,4.42,49.29333333333334,117.58666666666667,764.5733333333334,31.02,0.0,0.0,0.0,0.0,10710.3777,186.0,79.0,PM2.5
597,597,598,Southampton,United Kingdom,935868,927916,0.0086,51.47,,132.6,4065.52,,,,,,,,,,,,,,44.49342105263158,24.486842105263158,0.5789473684210527,11.171052631578947,23.17763157894737,294.6842105263158,15.756578947368421,10.605263157894736,28.638157894736842,0.0,0.0,42914.5839,135.0,24.0,PM2.5
598,598,599,Laiwu,China,934916,907839,0.0298,,,154.61,3442.37,,,,,,,,,,,,,,,,,,,,,,,,,10710.3777,,,
599,599,600,Arequipa,Peru,934845,922999,0.0128,3.057,,216.44,5656.48,16.0,16.0,16.0,16.0,15.0,15.0,14.0,15.0,15.0,16.0,15.0,16.0,15.0,35.294117647058826,31.287581699346404,0.7450980392156863,6.908496732026144,11.098039215686274,167.3986928104575,6.549019607843137,0.08496732026143791,0.32679738562091504,0.0,0.0,7319.1625,52.0,20.0,O3
600,600,601,Ciudad Guayana,Venezuela,933968,917700,0.0177,560,,152.02,6464.9,27.0,27.0,27.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,27.0,28.0,23.86092715231788,25.503311258278146,0.019867549668874173,3.8741721854304636,6.033112582781457,95.75496688741723,1.099337748344371,0.0,0.0,0.0,0.0,2442.2962,44.0,19.0,O3
601,601,602,Zamboanga City,Philippines,930610,917477,0.0143,1.453,,192.88,6379.59,28.0,28.0,28.0,29.0,29.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,46.945945945945944,35.37837837837838,0.02027027027027027,11.547297297297296,22.64189189189189,114.49324324324324,8.763513513513514,0.0,0.0,0.0,0.0,3503.4562,64.0,22.0,PM2.5
602,602,603,Veracruz,Mexico,930387,918529,0.0129,71.820,,176.1,7044.33,22.0,22.0,24.0,27.0,28.0,28.0,28.0,28.0,27.0,26.0,24.0,23.0,26.0,45.019867549668874,27.874172185430464,1.099337748344371,11.271523178807946,18.350993377483444,170.03311258278146,4.490066225165563,0.0,0.0,0.0,0.0,9962.5973,64.0,31.0,PM2.5
603,603,604,Jacksonville,United States,929647,920577,0.0099,2.265,83.186,151.34,7301.07,8.0,10.0,14.0,19.0,23.0,27.0,28.0,28.0,25.0,19.0,13.0,9.0,19.0,69.30263157894737,19.414473684210527,1.0921052631578947,21.164473684210527,48.51315789473684,688.0592105263158,29.835526315789473,0.0,0.0,0.0,0.0,66678.0263,103.0,51.0,PM2.5
604,604,605,San Pedro Sula,Honduras,929191,902751,0.0293,,,,,25.0,26.0,27.0,29.0,29.0,29.0,28.0,29.0,29.0,27.0,26.0,25.0,27.0,,,,,,,,,,,,2540.0003,,,
605,605,606,Zhucheng,China,926596,891494,0.0394,,,154.61,3442.37,,,,,,,,,,,,,,,,,,,,,,,,,10710.3777,,,
606,606,607,Pathum Thani,Thailand,925893,913741,0.0133,1.526,,178.84,7162.56,,,,,,,,,,,,,,132.65131578947367,16.93421052631579,2.9671052631578947,50.64473684210526,98.50657894736842,631.0657894736842,33.69736842105263,0.0,0.0,0.0,0.0,7825.9378,165.0,58.0,PM2.5
607,607,608,Rajshahi,Bangladesh,924033,907732,0.018,96.68,,258.31,5065.06,17.0,21.0,26.0,30.0,30.0,30.0,30.0,30.0,30.0,28.0,23.0,19.0,26.0,137.44295302013424,23.302013422818792,4.731543624161074,61.966442953020135,101.89261744966443,533.9127516778524,18.671140939597315,11.825503355704697,33.785234899328856,3.302013422818792,0.0,2064.1719,183.0,60.0,PM2.5
608,608,609,Chengde,China,920395,880494,0.0453,,,154.61,3442.37,,,,,,,,,,,,,,,,,,,,,,,,,10710.3777,,,
609,609,610,Misratah,Libya,918946,881319,0.0427,29.172,,,,,,,,,,,,,,,,,134.2,9.4,3.2,47.2,86.4,606.0,17.0,16.0,40.6,4.0,0.0,7246.356,,,PM2.5
610,610,611,Guigang,China,917484,891173,0.0295,10.601,,154.61,3442.37,,,,,,,,,,,,,,116.88666666666667,27.4,2.12,42.42,80.84666666666666,288.38,21.48,3.92,15.833333333333334,0.0,0.0,10710.3777,154.0,56.0,PM2.5
611,611,612,Jos,Nigeria,917289,895288,0.0246,,,307.47,7925.7,29.0,31.0,33.0,31.0,29.0,27.0,26.0,26.0,26.0,27.0,29.0,28.0,29.0,,,,,,,,,,,,2346.8323,,,
612,612,613,Reynosa,Mexico,917021,899084,0.02,,,176.1,7044.33,16.0,19.0,22.0,25.0,28.0,30.0,31.0,31.0,29.0,25.0,21.0,17.0,25.0,,,,,,,,,,,,9962.5973,,,
613,613,614,Bengbu,China,915242,901773,0.0149,,,154.61,3442.37,,,,,,,,,,,,,,,,,,,,,,,,,10710.3777,,,
614,614,615,Columbus,United States,913921,906237,0.0085,585.3,134.0,151.34,7301.07,3.0,4.0,8.0,14.0,19.0,24.0,27.0,26.0,22.0,15.0,10.0,5.0,15.0,53.8421052631579,23.67105263157895,0.7828947368421053,15.032894736842104,35.64473684210526,255.98684210526315,24.467105263157894,0.06578947368421052,0.3026315789473684,0.0,0.0,66678.0263,138.0,25.0,PM2.5
615,615,616,Villahermosa,Mexico,913606,898461,0.0169,,,176.1,7044.33,24.0,25.0,26.0,29.0,30.0,29.0,29.0,29.0,28.0,27.0,25.0,24.0,27.0,,,,,,,,,,,,9962.5973,,,
616,616,617,Yangjiang,China,912468,890013,0.0252,,,154.61,3442.37,,,,,,,,,,,,,,,,,,,,,,,,,10710.3777,,,
617,617,618,Charlotte,United States,912096,898902,0.0147,771,169.862,151.34,7301.07,-3.0,-2.0,4.0,10.0,16.0,22.0,25.0,24.0,19.0,12.0,6.0,-1.0,11.0,60.553333333333335,20.64,0.12,17.36,38.973333333333336,357.88666666666666,20.82,2.8333333333333335,12.9,0.0,0.0,66678.0263,90.0,25.0,PM2.5
618,618,619,Ulsan,South Korea,910778,910330,0.0005,1.057,,146.1,2766.2,2.0,4.0,8.0,13.0,19.0,22.0,26.0,27.0,22.0,17.0,11.0,4.0,15.0,62.95302013422819,28.624161073825505,2.2348993288590604,18.973154362416107,27.25503355704698,448.1543624161074,22.34228187919463,0.5906040268456376,6.718120805369128,0.0,0.0,33999.6818,135.0,24.0,PM2.5
619,619,620,Bangui,Central African Republic,910270,889231,0.0237,67,,,,26.0,28.0,28.0,28.0,28.0,27.0,26.0,26.0,26.0,26.0,27.0,26.0,27.0,44.857142857142854,33.42857142857143,2.0,11.285714285714286,18.428571428571427,403.14285714285717,19.571428571428573,0.0,2.4285714285714284,0.0,0.0,505.0833,,,
620,620,621,Oran,Algeria,910030,899182,0.0121,,,,,11.0,12.0,14.0,16.0,19.0,23.0,26.0,27.0,24.0,20.0,15.0,12.0,18.0,,,,,,,,,,,,4326.997,,,
621,621,622,West Rand,South Africa,909301,897609,0.013,,,191.55,9718.01,23.0,22.0,20.0,16.0,12.0,8.0,8.0,11.0,15.0,18.0,20.0,22.0,16.0,,,,,,,,,,,,6440.942,,,
622,622,623,Owerri,Nigeria,908109,872604,0.0407,65,,307.47,7925.7,29.0,29.0,29.0,28.0,28.0,27.0,26.0,26.0,26.0,27.0,27.0,27.0,27.0,,,,,,,,,,,,2346.8323,,,
623,623,624,Campo Grande,Brazil,907028,896864,0.0113,,9.59,175.56,5556.94,27.0,27.0,27.0,26.0,23.0,23.0,22.0,24.0,25.0,26.0,27.0,27.0,25.0,,,,,,,,,,,,9638.1461,,,
624,624,625,Liverpool,United Kingdom,906443,901708,0.0053,111.8,47.8,132.6,4065.52,5.0,6.0,7.0,10.0,12.0,15.0,17.0,16.0,15.0,12.0,8.0,6.0,11.0,59.66887417218543,28.62251655629139,0.6821192052980133,16.483443708609272,25.927152317880793,140.52317880794703,20.026490066225165,4.264900662251655,11.198675496688741,0.0,0.0,42914.5839,75.0,34.0,PM2.5
625,625,626,Antipolo,Philippines,902993,881018,0.0249,306,,192.88,6379.59,,,,,,,,,,,,,,57.156462585034014,36.80952380952381,0.3401360544217687,16.006802721088434,35.183673469387756,162.98639455782313,19.01360544217687,0.047619047619047616,0.14965986394557823,0.0,0.0,3503.4562,73.0,29.0,PM2.5
626,626,627,Najaf,Iraq,901405,873744,0.0317,,,,,4.0,6.0,10.0,15.0,21.0,26.0,29.0,29.0,25.0,19.0,11.0,7.0,17.0,,,,,,,,,,,,5996.5007,,,
627,627,628,Zhangzhou,China,900904,871690,0.0335,12.882,,154.61,3442.37,,,,,,,,,,,,,,88.63448275862069,27.97241379310345,3.7448275862068967,29.868965517241378,67.93103448275862,418.4689655172414,21.220689655172414,1.1172413793103448,8.89655172413793,0.0,0.0,10710.3777,123.0,56.0,PM2.5
628,628,629,Bergamo,Italy,900094,892089,0.009,40.16,,132.76,4262.63,4.0,5.0,9.0,13.0,18.0,22.0,24.0,24.0,19.0,14.0,9.0,4.0,14.0,58.3125,7.381944444444445,1.3541666666666667,16.305555555555557,19.0625,824.9513888888889,28.993055555555557,0.0,4.472222222222222,1.4027777777777777,0.0,34628.7455,88.0,26.0,PM2.5
629,629,630,Donetsk,Ukraine,899325,905530,-0.0069,358,,142.87,3706.2,-4.0,-4.0,2.0,10.0,16.0,20.0,22.0,21.0,15.0,9.0,2.0,-3.0,9.0,94.47222222222223,17.895833333333332,7.916666666666667,32.24305555555556,40.645833333333336,341.1041666666667,15.88888888888889,0.0,0.09027777777777778,0.034722222222222224,0.0,3385.801,141.0,55.0,PM2.5
630,630,631,Tianmen,China,899094,869837,0.0336,,,154.61,3442.37,,,,,,,,,,,,,,,,,,,,,,,,,10710.3777,,,
