,city,area,unit,url
375,Taian Shandong,7.762,km2,https://www.google.com/search?q=Taian+Shandong+surface+area
376,Homs,48,km2,https://www.google.com/search?q=Homs+surface+area
377,Copenhagen,88.25,km2,https://www.google.com/search?q=Copenhagen+surface+area
378,Konya,38.873,km2,https://www.google.com/search?q=Konya+surface+area
379,Bucaramanga,,,https://www.google.com/search?q=Bucaramanga+surface+area
380,Dhanbad,275,km2,https://www.google.com/search?q=Dhanbad+surface+area
381,Weihai,,,https://www.google.com/search?q=Weihai+surface+area
382,Dallas,620.4,km2,https://www.google.com/search?q=Dallas+surface+area
383,Ganzhou,7.434,km2,https://www.google.com/search?q=Ganzhou+surface+area
384,Adelaide,3.260,km2,https://www.google.com/search?q=Adelaide+surface+area
385,Hai Phong,1.562,km2,https://www.google.com/search?q=Hai+Phong+surface+area
386,Mombasa,294.7,km2,https://www.google.com/search?q=Mombasa+surface+area
387,Taizhong,,,https://www.google.com/search?q=Taizhong+surface+area
388,Maceio,,,https://www.google.com/search?q=Maceio+surface+area
389,Cochabamba,291,km2,https://www.google.com/search?q=Cochabamba+surface+area
390,Niamey,239.3,km2,https://www.google.com/search?q=Niamey+surface+area
391,Suweon,,,https://www.google.com/search?q=Suweon+surface+area
392,Samut Prakan,,,https://www.google.com/search?q=Samut+Prakan+surface+area
393,Joinville,Area1:,,https://www.google.com/search?q=Joinville+surface+area
394,Jiaxing,4.009,km2,https://www.google.com/search?q=Jiaxing+surface+area
395,Kaifeng,,,https://www.google.com/search?q=Kaifeng+surface+area
396,Helsinki,213.8,km2,https://www.google.com/search?q=Helsinki+surface+area
397,Porto,41.42,km2,https://www.google.com/search?q=Porto+surface+area
398,Zhanjiang,13.225,km2,https://www.google.com/search?q=Zhanjiang+surface+area
399,Zunyi,,,https://www.google.com/search?q=Zunyi+surface+area
400,Rizhao,,,https://www.google.com/search?q=Rizhao+surface+area
401,Kisangani,1.910,km2,https://www.google.com/search?q=Kisangani+surface+area
402,Prague,496,km2,https://www.google.com/search?q=Prague+surface+area
403,Dongying,7.923,km2,https://www.google.com/search?q=Dongying+surface+area
404,Qom,,,https://www.google.com/search?q=Qom+surface+area
405,Mianyang Sichuan,20.267,km2,https://www.google.com/search?q=Mianyang+Sichuan+surface+area
406,Nanchong,12.480,km2,https://www.google.com/search?q=Nanchong+surface+area
407,Fushun Liaoning,11.272,km2,https://www.google.com/search?q=Fushun+Liaoning+surface+area
408,Antalya,1.417,km2,https://www.google.com/search?q=Antalya+surface+area
409,Bareilly,106,km2,https://www.google.com/search?q=Bareilly+surface+area
410,Sofia,Area,,https://www.google.com/search?q=Sofia+surface+area
411,Shiyan,,,https://www.google.com/search?q=Shiyan+surface+area
412,Kazan,515.8,km2,https://www.google.com/search?q=Kazan+surface+area
413,Ad-Dammam,800,km2,https://www.google.com/search?q=Ad-Dammam+surface+area
414,Port Elizabeth,251,km2,https://www.google.com/search?q=Port+Elizabeth+surface+area
415,Ahvaz,185,km2,https://www.google.com/search?q=Ahvaz+surface+area
416,Liuan,,,https://www.google.com/search?q=Liuan+surface+area
417,Florianopolis,675.4,km2,https://www.google.com/search?q=Florianopolis+surface+area
418,Nizhniy Novgorod,460,km2,https://www.google.com/search?q=Nizhniy+Novgorod+surface+area
419,Pointe-Noire,43.7,km2,https://www.google.com/search?q=Pointe-Noire+surface+area
420,Yingkou,,,https://www.google.com/search?q=Yingkou+surface+area
421,Fes,,,https://www.google.com/search?q=Fes+surface+area
422,Aligarh,,,https://www.google.com/search?q=Aligarh+surface+area
423,Liuyang,,,https://www.google.com/search?q=Liuyang+surface+area
424,Dublin,117.8,km2,https://www.google.com/search?q=Dublin+surface+area
425,Maoming,11.425,km2,https://www.google.com/search?q=Maoming+surface+area
426,Tanger,,,https://www.google.com/search?q=Tanger+surface+area
427,Pekan Baru,,,https://www.google.com/search?q=Pekan+Baru+surface+area
428,Tengzhou,,,https://www.google.com/search?q=Tengzhou+surface+area
429,Freetown,81.48,km2,https://www.google.com/search?q=Freetown+surface+area
430,San Luis Potosi,385,km2,https://www.google.com/search?q=San+Luis+Potosi+surface+area
431,Mysore,155,km2,https://www.google.com/search?q=Mysore+surface+area
432,Chelyabinsk,530,km2,https://www.google.com/search?q=Chelyabinsk+surface+area
433,Moradabad,79,km2,https://www.google.com/search?q=Moradabad+surface+area
434,Barquisimeto,353,km2,https://www.google.com/search?q=Barquisimeto+surface+area
435,Durg-Bhilainagar,182,km2,https://www.google.com/search?q=Durg-Bhilainagar+surface+area
436,Suzhou,8.488,km2,https://www.google.com/search?q=Suzhou+surface+area
437,Maracay,311.6,km2,https://www.google.com/search?q=Maracay+surface+area
438,Astana,722,km2,https://www.google.com/search?q=Astana+surface+area
439,Zhuzhou,,,https://www.google.com/search?q=Zhuzhou+surface+area
440,Ruian,17.130.000,km2,https://www.google.com/search?q=Ruian+surface+area
441,Uyo,362,km2,https://www.google.com/search?q=Uyo+surface+area
442,Zhenjiang Jiangsu,3.837,km2,https://www.google.com/search?q=Zhenjiang+Jiangsu+surface+area
443,Baoji,18.712,km2,https://www.google.com/search?q=Baoji+surface+area
444,Jieyang,,,https://www.google.com/search?q=Jieyang+surface+area
445,Chifeng,,,https://www.google.com/search?q=Chifeng+surface+area
446,Bhubaneswar,422,km2,https://www.google.com/search?q=Bhubaneswar+surface+area
447,Pingdingshan Henan,7.882,km2,https://www.google.com/search?q=Pingdingshan+Henan+surface+area
448,Puning,,,https://www.google.com/search?q=Puning+surface+area
449,Mendoza,54,km2,https://www.google.com/search?q=Mendoza+surface+area
450,Bogor,,,https://www.google.com/search?q=Bogor+surface+area
451,Chiang Mai,40.22,km2,https://www.google.com/search?q=Chiang+Mai+surface+area
452,Mwanza,9.467,km2,https://www.google.com/search?q=Mwanza+surface+area
453,Tiruchirappalli,167.2,km2,https://www.google.com/search?q=Tiruchirappalli+surface+area
454,Omsk,573,km2,https://www.google.com/search?q=Omsk+surface+area
455,Merida,Area,,https://www.google.com/search?q=Merida+surface+area
456,Benxi,,,https://www.google.com/search?q=Benxi+surface+area
457,Huaibei,2.741,km2,https://www.google.com/search?q=Huaibei+surface+area
458,Lilongwe,727.8,km2,https://www.google.com/search?q=Lilongwe+surface+area
459,Nanyang Henan,26.591,km2,https://www.google.com/search?q=Nanyang+Henan+surface+area
460,Jinhua,10.926,km2,https://www.google.com/search?q=Jinhua+surface+area
461,Xiangtan Hunan,,,https://www.google.com/search?q=Xiangtan+Hunan+surface+area
462,Kigali,730,km2,https://www.google.com/search?q=Kigali+surface+area
463,Tripoli,1.507,km2,https://www.google.com/search?q=Tripoli+surface+area
464,Chandigarh,114,km2,https://www.google.com/search?q=Chandigarh+surface+area
465,Jinzhou,,,https://www.google.com/search?q=Jinzhou+surface+area
466,Islamabad,906.5,km2,https://www.google.com/search?q=Islamabad+surface+area
467,Samara,,,https://www.google.com/search?q=Samara+surface+area
468,Amsterdam,219.3,km2,https://www.google.com/search?q=Amsterdam+surface+area
469,Da Nang,,,https://www.google.com/search?q=Da+Nang+surface+area
470,Haifa,63.66,km2,https://www.google.com/search?q=Haifa+surface+area
471,Guilin,27.797,km2,https://www.google.com/search?q=Guilin+surface+area
472,Krasnoyarsk,348,km2,https://www.google.com/search?q=Krasnoyarsk+surface+area
473,Mexicali,113.7,km2,https://www.google.com/search?q=Mexicali+surface+area
474,Ufa,707.9,km2,https://www.google.com/search?q=Ufa+surface+area
475,Rostov-on-Don,354,km2,https://www.google.com/search?q=Rostov-on-Don+surface+area
476,Hubli-Dharwad,404,km2,https://www.google.com/search?q=Hubli-Dharwad+surface+area
477,Guwahati,216,km2,https://www.google.com/search?q=Guwahati+surface+area
478,Kaduna,431,km2,https://www.google.com/search?q=Kaduna+surface+area
479,Bukavu,45,km2,https://www.google.com/search?q=Bukavu+surface+area
480,Liupanshui,9.926,km2,https://www.google.com/search?q=Liupanshui+surface+area
481,Quetta,178,km2,https://www.google.com/search?q=Quetta+surface+area
482,Cologne,405.2,km2,https://www.google.com/search?q=Cologne+surface+area
483,Aguascalientes,385,km2,https://www.google.com/search?q=Aguascalientes+surface+area
484,Binzhou,9.453,km2,https://www.google.com/search?q=Binzhou+surface+area
485,Salem,124,km2,https://www.google.com/search?q=Salem+surface+area
486,Abomey-Calavi,,,https://www.google.com/search?q=Abomey-Calavi+surface+area
487,Maputo,347.7,km2,https://www.google.com/search?q=Maputo+surface+area
488,Bandar Lampung,,,https://www.google.com/search?q=Bandar+Lampung+surface+area
489,Aba,,,https://www.google.com/search?q=Aba+surface+area
490,Pizhou,,,https://www.google.com/search?q=Pizhou+surface+area
491,Nnewi,,,https://www.google.com/search?q=Nnewi+surface+area
492,Tasikmalaya,,,https://www.google.com/search?q=Tasikmalaya+surface+area
493,San Salvador,21.041,km2,https://www.google.com/search?q=San+Salvador+surface+area
494,Yongin,,,https://www.google.com/search?q=Yongin+surface+area
495,Zaozhuang,,,https://www.google.com/search?q=Zaozhuang+surface+area
496,Xinxiang,,,https://www.google.com/search?q=Xinxiang+surface+area
497,Yueqing,,,https://www.google.com/search?q=Yueqing+surface+area
498,Luohe,,,https://www.google.com/search?q=Luohe+surface+area
499,Saharanpur,46.74,km2,https://www.google.com/search?q=Saharanpur+surface+area
500,Shimkent,1.170,km2,https://www.google.com/search?q=Shimkent+surface+area
501,Cuernavaca,Elevation,,https://www.google.com/search?q=Cuernavaca+surface+area
502,Yerevan,223,km2,https://www.google.com/search?q=Yerevan+surface+area
503,Goyang,,,https://www.google.com/search?q=Goyang+surface+area
504,Tbilisi,726,km2,https://www.google.com/search?q=Tbilisi+surface+area
505,Chihuahua,,,https://www.google.com/search?q=Chihuahua+surface+area
506,Panjin,,,https://www.google.com/search?q=Panjin+surface+area
507,Perm,,,https://www.google.com/search?q=Perm+surface+area
508,Bujumbura,105,km2,https://www.google.com/search?q=Bujumbura+surface+area
509,Jalandhar,110,km2,https://www.google.com/search?q=Jalandhar+surface+area
510,Managua,267,km2,https://www.google.com/search?q=Managua+surface+area
511,Voronezh,,,https://www.google.com/search?q=Voronezh+surface+area
512,Cartagena,Postal,,https://www.google.com/search?q=Cartagena+surface+area
513,Wenling,,,https://www.google.com/search?q=Wenling+surface+area
514,Lille,34.8,km2,https://www.google.com/search?q=Lille+surface+area
515,Fuyang,,,https://www.google.com/search?q=Fuyang+surface+area
516,Bishkek,127,km2,https://www.google.com/search?q=Bishkek+surface+area
517,Diyarbakir,,,https://www.google.com/search?q=Diyarbakir+surface+area
518,Bazhong,,,https://www.google.com/search?q=Bazhong+surface+area
519,Siliguri,41.9,km2,https://www.google.com/search?q=Siliguri+surface+area
520,Oslo,454,km2,https://www.google.com/search?q=Oslo+surface+area
521,Shangrao,,,https://www.google.com/search?q=Shangrao+surface+area
522,Changwon,,,https://www.google.com/search?q=Changwon+surface+area
523,Jingzhou Hubei,14.069,km2,https://www.google.com/search?q=Jingzhou+Hubei+surface+area
524,Ma'anshan,,,https://www.google.com/search?q=Ma'anshan+surface+area
525,Zhaoqing,15.056,km2,https://www.google.com/search?q=Zhaoqing+surface+area
526,Antwerp,204.5,km2,https://www.google.com/search?q=Antwerp+surface+area
527,Kermanshah,,,https://www.google.com/search?q=Kermanshah+surface+area
528,Xiongan,,,https://www.google.com/search?q=Xiongan+surface+area
529,Bien Hoa,,,https://www.google.com/search?q=Bien+Hoa+surface+area
530,Johor Bahru,220,km2,https://www.google.com/search?q=Johor+Bahru+surface+area
531,Solapur,98.67,km2,https://www.google.com/search?q=Solapur+surface+area
532,Samarinda,Area,,https://www.google.com/search?q=Samarinda+surface+area
533,Toulouse,,,https://www.google.com/search?q=Toulouse+surface+area
534,Mersin,,,https://www.google.com/search?q=Mersin+surface+area
535,Hargeysa,78,km2,https://www.google.com/search?q=Hargeysa+surface+area
536,Teresina,1.392,km2,https://www.google.com/search?q=Teresina+surface+area
537,Kirkuk,,,https://www.google.com/search?q=Kirkuk+surface+area
538,Fuzhou Jiangxi,18.800,km2,https://www.google.com/search?q=Fuzhou+Jiangxi+surface+area
539,Aracaju,181.9,km2,https://www.google.com/search?q=Aracaju+surface+area
540,Bobo-Dioulasso,,,https://www.google.com/search?q=Bobo-Dioulasso+surface+area
541,Leshan,12.827,km2,https://www.google.com/search?q=Leshan+surface+area
542,Yueyang,,,https://www.google.com/search?q=Yueyang+surface+area
543,Dezhou,,,https://www.google.com/search?q=Dezhou+surface+area
544,Marrakech,230,km2,https://www.google.com/search?q=Marrakech+surface+area
545,Tampico,,,https://www.google.com/search?q=Tampico+surface+area
546,Huzhou,,,https://www.google.com/search?q=Huzhou+surface+area
547,Rotterdam,324.1,km2,https://www.google.com/search?q=Rotterdam+surface+area
548,Aden,,,https://www.google.com/search?q=Aden+surface+area
549,Austin,704,km2,https://www.google.com/search?q=Austin+surface+area
550,San Jose,469.7,km2,https://www.google.com/search?q=San+Jose+surface+area
551,Denpasar,124,km2,https://www.google.com/search?q=Denpasar+surface+area
552,Odesa,162.4,km2,https://www.google.com/search?q=Odesa+surface+area
553,Chenzhou,,,https://www.google.com/search?q=Chenzhou+surface+area
554,Xuchang,,,https://www.google.com/search?q=Xuchang+surface+area
555,Volgograd,,,https://www.google.com/search?q=Volgograd+surface+area
556,Saltillo,,,https://www.google.com/search?q=Saltillo+surface+area
557,San Miguel de Tucuman,91,km2,https://www.google.com/search?q=San+Miguel+de+Tucuman+surface+area
558,Asmara,45,km2,https://www.google.com/search?q=Asmara+surface+area
559,Padang,695,km2,https://www.google.com/search?q=Padang+surface+area
560,Cebu City,291.2,km2,https://www.google.com/search?q=Cebu+City+surface+area
561,Acapulco de Juarez,119,km2,https://www.google.com/search?q=Acapulco+de+Juarez+surface+area
562,Valparaiso,401.6,km2,https://www.google.com/search?q=Valparaiso+surface+area
563,Sekondi Takoradi,,,https://www.google.com/search?q=Sekondi+Takoradi+surface+area
564,Ikorodu,,,https://www.google.com/search?q=Ikorodu+surface+area
565,Kayseri,17.043,km2,https://www.google.com/search?q=Kayseri+surface+area
566,Warangal,407,km2,https://www.google.com/search?q=Warangal+surface+area
567,Changshu,1.264,km2,https://www.google.com/search?q=Changshu+surface+area
568,Bordeaux,49.36,km2,https://www.google.com/search?q=Bordeaux+surface+area
569,Songkhla,9.27,km2,https://www.google.com/search?q=Songkhla+surface+area
570,Qujing,,,https://www.google.com/search?q=Qujing+surface+area
571,Nonthaburi,,,https://www.google.com/search?q=Nonthaburi+surface+area
572,Yichun Jiangxi,18.638,km2,https://www.google.com/search?q=Yichun+Jiangxi+surface+area
573,Krasnodar,339.3,km2,https://www.google.com/search?q=Krasnodar+surface+area
574,Ilorin,765,km2,https://www.google.com/search?q=Ilorin+surface+area
575,Cancun,1.979,km2,https://www.google.com/search?q=Cancun+surface+area
576,Tshikapa,,,https://www.google.com/search?q=Tshikapa+surface+area
577,Nyala,,,https://www.google.com/search?q=Nyala+surface+area
578,Xintai,,,https://www.google.com/search?q=Xintai+surface+area
579,Jixi Heilongjiang,22.488,km2,https://www.google.com/search?q=Jixi+Heilongjiang+surface+area
580,Blantyre-Limbe,240,km2,https://www.google.com/search?q=Blantyre-Limbe+surface+area
581,Morelia,1.336,km2,https://www.google.com/search?q=Morelia+surface+area
582,Pingxiang Jiangxi,,,https://www.google.com/search?q=Pingxiang+Jiangxi+surface+area
583,Dnipro,409.7,km2,https://www.google.com/search?q=Dnipro+surface+area
584,Khulna,150.6,km2,https://www.google.com/search?q=Khulna+surface+area
585,Jerusalem,125.1,km2,https://www.google.com/search?q=Jerusalem+surface+area
586,Cucuta,,,https://www.google.com/search?q=Cucuta+surface+area
587,Nice,,,https://www.google.com/search?q=Nice+surface+area
588,Dehradun,196.5,km2,https://www.google.com/search?q=Dehradun+surface+area
589,Seongnam,,,https://www.google.com/search?q=Seongnam+surface+area
590,Fort Worth,920.9,km2,https://www.google.com/search?q=Fort+Worth+surface+area
591,Agadir,,,https://www.google.com/search?q=Agadir+surface+area
592,Mudanjiang,,,https://www.google.com/search?q=Mudanjiang+surface+area
593,Hamah,,,https://www.google.com/search?q=Hamah+surface+area
594,Dushanbe,126.6,km2,https://www.google.com/search?q=Dushanbe+surface+area
595,Guiping,,,https://www.google.com/search?q=Guiping+surface+area
596,Jiujiang,18.823,km2,https://www.google.com/search?q=Jiujiang+surface+area
597,Southampton,51.47,km2,https://www.google.com/search?q=Southampton+surface+area
598,Laiwu,,,https://www.google.com/search?q=Laiwu+surface+area
599,Arequipa,3.057,km2,https://www.google.com/search?q=Arequipa+surface+area
600,Ciudad Guayana,560,km2,https://www.google.com/search?q=Ciudad+Guayana+surface+area
601,Zamboanga City,1.453,km2,https://www.google.com/search?q=Zamboanga+City+surface+area
602,Veracruz,71.820,km2,https://www.google.com/search?q=Veracruz+surface+area
603,Jacksonville,2.265,km2,https://www.google.com/search?q=Jacksonville+surface+area
604,San Pedro Sula,,,https://www.google.com/search?q=San+Pedro+Sula+surface+area
605,Zhucheng,,,https://www.google.com/search?q=Zhucheng+surface+area
606,Pathum Thani,1.526,km2,https://www.google.com/search?q=Pathum+Thani+surface+area
607,Rajshahi,96.68,km2,https://www.google.com/search?q=Rajshahi+surface+area
608,Chengde,,,https://www.google.com/search?q=Chengde+surface+area
609,Misratah,29.172,km2,https://www.google.com/search?q=Misratah+surface+area
610,Guigang,10.601,km2,https://www.google.com/search?q=Guigang+surface+area
611,Jos,,,https://www.google.com/search?q=Jos+surface+area
612,Reynosa,,,https://www.google.com/search?q=Reynosa+surface+area
613,Bengbu,,,https://www.google.com/search?q=Bengbu+surface+area
614,Columbus,585.3,km2,https://www.google.com/search?q=Columbus+surface+area
615,Villahermosa,,,https://www.google.com/search?q=Villahermosa+surface+area
616,Yangjiang,,,https://www.google.com/search?q=Yangjiang+surface+area
617,Charlotte,771,km2,https://www.google.com/search?q=Charlotte+surface+area
618,Ulsan,1.057,km2,https://www.google.com/search?q=Ulsan+surface+area
619,Bangui,67,km2,https://www.google.com/search?q=Bangui+surface+area
620,Oran,,,https://www.google.com/search?q=Oran+surface+area
621,West Rand,,,https://www.google.com/search?q=West+Rand+surface+area
622,Owerri,65,km2,https://www.google.com/search?q=Owerri+surface+area
623,Campo Grande,Area,,https://www.google.com/search?q=Campo+Grande+surface+area
624,Liverpool,111.8,km2,https://www.google.com/search?q=Liverpool+surface+area
625,Antipolo,306,km2,https://www.google.com/search?q=Antipolo+surface+area
626,Najaf,,,https://www.google.com/search?q=Najaf+surface+area
627,Zhangzhou,12.882,km2,https://www.google.com/search?q=Zhangzhou+surface+area
628,Bergamo,40.16,km2,https://www.google.com/search?q=Bergamo+surface+area
629,Donetsk,358,km2,https://www.google.com/search?q=Donetsk+surface+area
630,Tianmen,,,https://www.google.com/search?q=Tianmen+surface+area
631,Warri,,,https://www.google.com/search?q=Warri+surface+area
632,Londrina,,,https://www.google.com/search?q=Londrina+surface+area
633,Leiyang,,,https://www.google.com/search?q=Leiyang+surface+area
634,Malang,110.1,km2,https://www.google.com/search?q=Malang+surface+area
635,La Plata,,,https://www.google.com/search?q=La+Plata+surface+area
636,Concepcion,,,https://www.google.com/search?q=Concepcion+surface+area
637,Hengshui,,,https://www.google.com/search?q=Hengshui+surface+area
638,Linfen,20.275,km2,https://www.google.com/search?q=Linfen+surface+area
639,Xinyu,,,https://www.google.com/search?q=Xinyu+surface+area
640,Sylhet,26.5,km2,https://www.google.com/search?q=Sylhet+surface+area
641,Dandong,,,https://www.google.com/search?q=Dandong+surface+area
642,Indianapolis,953,km2,https://www.google.com/search?q=Indianapolis+surface+area
643,Nampula,3.650,km2,https://www.google.com/search?q=Nampula+surface+area
644,Deyang,,,https://www.google.com/search?q=Deyang+surface+area
645,Hermosillo,168.2,km2,https://www.google.com/search?q=Hermosillo+surface+area
646,San Francisco,121.4,km2,https://www.google.com/search?q=San+Francisco+surface+area
647,Trujillo,Area,,https://www.google.com/search?q=Trujillo+surface+area
648,Taiz,,,https://www.google.com/search?q=Taiz+surface+area
649,Guntur,168.4,km2,https://www.google.com/search?q=Guntur+surface+area
650,Jiangyin,,,https://www.google.com/search?q=Jiangyin+surface+area
651,Bhiwandi,,,https://www.google.com/search?q=Bhiwandi+surface+area
652,Lubango,3.147,km2,https://www.google.com/search?q=Lubango+surface+area
653,Liaoyang,,,https://www.google.com/search?q=Liaoyang+surface+area
654,Bahawalpur,246,km2,https://www.google.com/search?q=Bahawalpur+surface+area
655,Changzhi,,,https://www.google.com/search?q=Changzhi+surface+area
656,Tyumen,698.5,km2,https://www.google.com/search?q=Tyumen+surface+area
657,Soshanguve,126.8,km2,https://www.google.com/search?q=Soshanguve+surface+area
658,Tuxtla Gutierrez,500,km2,https://www.google.com/search?q=Tuxtla+Gutierrez+surface+area
659,Ashgabat,917.6,km2,https://www.google.com/search?q=Ashgabat+surface+area
660,Erbil,,,https://www.google.com/search?q=Erbil+surface+area
661,Baishan,,,https://www.google.com/search?q=Baishan+surface+area
662,Liling,,,https://www.google.com/search?q=Liling+surface+area
663,Tainan,,,https://www.google.com/search?q=Tainan+surface+area
664,Puducherry,19.54,km2,https://www.google.com/search?q=Puducherry+surface+area
665,Culiacan,65,km2,https://www.google.com/search?q=Culiacan+surface+area
666,Changde,,,https://www.google.com/search?q=Changde+surface+area
667,Fuxin,,,https://www.google.com/search?q=Fuxin+surface+area
668,Palermo,Metropolitan,,https://www.google.com/search?q=Palermo+surface+area
669,Shangqiu,,,https://www.google.com/search?q=Shangqiu+surface+area
670,Xingtai,,,https://www.google.com/search?q=Xingtai+surface+area
671,Hufuf-Mubarraz,,,https://www.google.com/search?q=Hufuf-Mubarraz+surface+area
672,Firozabad,,,https://www.google.com/search?q=Firozabad+surface+area
673,Libreville,189,km2,https://www.google.com/search?q=Libreville+surface+area
674,Huangshi,,,https://www.google.com/search?q=Huangshi+surface+area
675,Saratov,394,km2,https://www.google.com/search?q=Saratov+surface+area
676,Banghazi,314,km2,https://www.google.com/search?q=Banghazi+surface+area
677,Valencia,134.6,km2,https://www.google.com/search?q=Valencia+surface+area
678,Luzhou,12.234,km2,https://www.google.com/search?q=Luzhou+surface+area
679,Quebec City,484.1,km2,https://www.google.com/search?q=Quebec+City+surface+area
680,Yibin,13.294,km2,https://www.google.com/search?q=Yibin+surface+area
681,Bucheon,,,https://www.google.com/search?q=Bucheon+surface+area
682,Ipoh,643,km2,https://www.google.com/search?q=Ipoh+surface+area
683,Winnipeg,464.1,km2,https://www.google.com/search?q=Winnipeg+surface+area
684,Bogra,2.899,km2,https://www.google.com/search?q=Bogra+surface+area
685,Cabinda,,,https://www.google.com/search?q=Cabinda+surface+area
686,Umuahia,,,https://www.google.com/search?q=Umuahia+surface+area
687,Xinyang,,,https://www.google.com/search?q=Xinyang+surface+area
688,Xinghua,,,https://www.google.com/search?q=Xinghua+surface+area
689,Newcastle upon Tyne,114,km2,https://www.google.com/search?q=Newcastle+upon+Tyne+surface+area
690,Yangquan,,,https://www.google.com/search?q=Yangquan+surface+area
691,Thessaloniki,19.31,km2,https://www.google.com/search?q=Thessaloniki+surface+area
692,Yongzhou,,,https://www.google.com/search?q=Yongzhou+surface+area
693,Bologna,140.9,km2,https://www.google.com/search?q=Bologna+surface+area
694,Orumiyeh,,,https://www.google.com/search?q=Orumiyeh+surface+area
695,Xiaogan,,,https://www.google.com/search?q=Xiaogan+surface+area
696,Heze,,,https://www.google.com/search?q=Heze+surface+area
697,Barcelona-Puerto La Cruz,244,km2,https://www.google.com/search?q=Barcelona-Puerto+La+Cruz+surface+area
698,Maiduguri,,,https://www.google.com/search?q=Maiduguri+surface+area
699,Kuerle,,,https://www.google.com/search?q=Kuerle+surface+area
700,Niigata,City,,https://www.google.com/search?q=Niigata+surface+area
701,Eskisehir,,,https://www.google.com/search?q=Eskisehir+surface+area
702,Cherthala,16.18,km2,https://www.google.com/search?q=Cherthala+surface+area
703,Quzhou,8.846,km2,https://www.google.com/search?q=Quzhou+surface+area
704,Zhuji,,,https://www.google.com/search?q=Zhuji+surface+area
705,Sorocaba,450.4,km2,https://www.google.com/search?q=Sorocaba+surface+area
706,Haicheng,,,https://www.google.com/search?q=Haicheng+surface+area
707,Enugu,7.161,km2,https://www.google.com/search?q=Enugu+surface+area
708,Nottingham,74.61,km2,https://www.google.com/search?q=Nottingham+surface+area
709,Tianshui,,,https://www.google.com/search?q=Tianshui+surface+area
710,Huludao,,,https://www.google.com/search?q=Huludao+surface+area
711,Xalapa,124.4,km2,https://www.google.com/search?q=Xalapa+surface+area
712,Bikaner,State:,,https://www.google.com/search?q=Bikaner+surface+area
713,Frankfurt,248.3,km2,https://www.google.com/search?q=Frankfurt+surface+area
714,Huaihua,,,https://www.google.com/search?q=Huaihua+surface+area
715,Nakhon Ratchasima,37.5,km2,https://www.google.com/search?q=Nakhon+Ratchasima+surface+area
716,Vereeniging,188.2,km2,https://www.google.com/search?q=Vereeniging+surface+area
717,Liaocheng,,,https://www.google.com/search?q=Liaocheng+surface+area
718,Seattle,217,km2,https://www.google.com/search?q=Seattle+surface+area
719,Jiaozuo,,,https://www.google.com/search?q=Jiaozuo+surface+area
720,Bozhou,8.523,km2,https://www.google.com/search?q=Bozhou+surface+area
721,Nellore,149,km2,https://www.google.com/search?q=Nellore+surface+area
722,Hamilton,1.138,km2,https://www.google.com/search?q=Hamilton+surface+area
723,Gebze,,,https://www.google.com/search?q=Gebze+surface+area
724,Taixing,,,https://www.google.com/search?q=Taixing+surface+area
725,Cagayan de Oro City,488.9,km2,https://www.google.com/search?q=Cagayan+de+Oro+City+surface+area
726,Krakow,327,km2,https://www.google.com/search?q=Krakow+surface+area
727,Kunshan,,,https://www.google.com/search?q=Kunshan+surface+area
728,Shaoguan,,,https://www.google.com/search?q=Shaoguan+surface+area
729,Gorakhpur,226.6,km2,https://www.google.com/search?q=Gorakhpur+surface+area
730,Dasmarinas,90.1,km2,https://www.google.com/search?q=Dasmarinas+surface+area
731,Amravati,State:,,https://www.google.com/search?q=Amravati+surface+area
732,Jincheng,,,https://www.google.com/search?q=Jincheng+surface+area
733,Langfang,,,https://www.google.com/search?q=Langfang+surface+area
734,Ansan,,,https://www.google.com/search?q=Ansan+surface+area
735,Ar-Rayyan,11.9,km2,https://www.google.com/search?q=Ar-Rayyan+surface+area
736,Sulaimaniya,,,https://www.google.com/search?q=Sulaimaniya+surface+area
737,Cuttack,192.5,km2,https://www.google.com/search?q=Cuttack+surface+area
738,Bur Sa'id,,,https://www.google.com/search?q=Bur+Sa'id+surface+area
739,Denver,400.7,km2,https://www.google.com/search?q=Denver+surface+area
740,Meishan,,,https://www.google.com/search?q=Meishan+surface+area
741,Zhumadian,,,https://www.google.com/search?q=Zhumadian+surface+area
742,Zigong,,,https://www.google.com/search?q=Zigong+surface+area
743,Benguela,,,https://www.google.com/search?q=Benguela+surface+area
744,Gaomi,,,https://www.google.com/search?q=Gaomi+surface+area
745,Anqing,,,https://www.google.com/search?q=Anqing+surface+area
746,Qingyuan,19.153,km2,https://www.google.com/search?q=Qingyuan+surface+area
747,Banjarmasin,98.46,km2,https://www.google.com/search?q=Banjarmasin+surface+area
748,Hanchuan,,,https://www.google.com/search?q=Hanchuan+surface+area
749,Danyang,,,https://www.google.com/search?q=Danyang+surface+area
750,Muzaffarnagar,,,https://www.google.com/search?q=Muzaffarnagar+surface+area
751,Lokoja,3.186,km2,https://www.google.com/search?q=Lokoja+surface+area
752,Kumamoto,,,https://www.google.com/search?q=Kumamoto+surface+area
753,Kottayam,137.6,km2,https://www.google.com/search?q=Kottayam+surface+area
754,Belgaum,94,km2,https://www.google.com/search?q=Belgaum+surface+area
755,Zarqa,,,https://www.google.com/search?q=Zarqa+surface+area
756,Zaria,,,https://www.google.com/search?q=Zaria+surface+area
757,Sheffield,367.9,km2,https://www.google.com/search?q=Sheffield+surface+area
